_id,pin,address,block_lot,sale_price,act77_gent_date,last_payment_date,treasury_sale_date,partition_latest_sale_date,latitude,longitude,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
281444,0075L00292000000,"3300 FLEMING AVE, PITTSBURGH, PA 15212",0075L00292,3069,1993-09-13,1993-09-13,2002-07-11,2002-07-11,40.47542289237809,-80.03734806646251,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281445,0115A00188000000,"FLORA ST, PITTSBURGH, PA 15212",0115A00188,2588,1996-09-06,1996-09-06,2002-07-11,2002-07-11,40.49048620198488,-80.02982915564972,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281446,0115N00035000000,"PURDUE ST, PITTSBURGH, PA 15212",0115N00035,1927,1997-02-05,1997-02-05,2002-07-11,2002-07-11,40.48220987837406,-80.02900238932845,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281447,0114H00108000000," DREXEL RD, PITTSBURGH, PA 15212",0114H00108,1470,1986-01-07,1986-01-07,2002-09-27,2002-09-27,40.48886613220777,-80.03637940924737,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281448,0075M00205000000,"3322 GASS AVE, PITTSBURGH, PA 15212",0075M00205,1846,1995-02-10,1995-02-10,2002-09-27,2002-09-27,40.47690718301921,-80.03424955532658,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281449,0115B00326000000,"21 TULIA ST, PITTSBURGH, PA 15212",0115B00326,1529,1989-01-30,1989-01-30,2002-09-27,2002-09-27,40.49043388933107,-80.02812148633203,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281450,0115A00170000000," KARWICH ST, PITTSBURGH, PA 15212",0115A00170,1430,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.49045352536777,-80.02897342330867,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281451,0115B00325000000,"74 TULIA ST, PITTSBURGH, PA 15212",0115B00325,1532,1989-01-30,1989-01-30,2002-09-27,2002-09-27,40.49036710432596,-80.02811749588871,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281452,0115A00178000000," FLORA ST, PITTSBURGH, PA 15212",0115A00178,1794,1990-02-20,1990-02-20,2002-09-27,2002-09-27,40.49048293852756,-80.02928054233038,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281453,0115A00164000000," KARWICH ST, PITTSBURGH, PA 15212",0115A00164,1760,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.49016590083125,-80.02895689550505,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281454,0115A00140000000," HALLER ST, PITTSBURGH, PA 15212",0115A00140,2115,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.49012368586841,-80.02956760658417,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281455,0115B00327000000," TULIA ST, PITTSBURGH, PA 15212",0115B00327,1532,1989-01-30,1989-01-30,2002-09-27,2002-09-27,40.49050546399764,-80.02812515897735,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281456,0115A00252000000," FLORA ST, PITTSBURGH, PA 15212",0115A00252,2068,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.490896033968895,-80.0292384816409,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281457,0075B00168000000," VERNER AVE, PITTSBURGH, PA 15212",0075B00168,1532,,,2002-09-27,2002-09-27,40.47988900336612,-80.04363439631693,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281458,0115A00135000000," HALLER ST, PITTSBURGH, PA 15212",0115A00135,1655,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.49012152401551,-80.03012475275997,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281459,0075L00116000000,"1601 ANTRIM ST, PITTSBURGH, PA 15212",0075L00116,1353,1989-04-12,1989-04-12,2002-09-27,2002-09-27,40.47514341741611,-80.0376143498983,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281460,0115B00332000000," TULIA ST, PITTSBURGH, PA 15212",0115B00332,1322,1989-01-30,1989-01-30,2002-09-27,2002-09-27,40.49071578186304,-80.02813551237678,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281461,0115B00323000000," TULIA ST, PITTSBURGH, PA 15212",0115B00323,1874,1996-09-06,1996-09-06,2002-09-27,2002-09-27,40.48989642874231,-80.02809263802662,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281462,0114F00093000000,"CAMBRONNE ST, PITTSBURGH, PA 15212",0114F00093,1260,1981-01-19,1981-01-19,2002-09-27,2002-09-27,40.48869427377521,-80.04319520818389,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281463,0076B00160000000," RODNEY ST, PITTSBURGH, PA 15212",0076B00160,1815,1981-02-03,1981-02-03,2002-09-27,2002-09-27,40.48027498653932,-80.02724209550611,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281464,0075M00053000000,"3245 MC CLURE AVE, PITTSBURGH, PA 15212",0075M00053,2015,1984-07-31,1984-07-31,2002-09-27,2002-09-27,40.47510683212391,-80.03559636193143,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281465,0115B00324000000,"88 TULIA ST, PITTSBURGH, PA 15212",0115B00324,924,1989-01-30,1989-01-30,2002-09-27,2002-09-27,40.49029927564359,-80.02811224509989,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
281466,0075M00286000000,"3228 MC CLURE AVE, PITTSBURGH, PA 15212",0075M00286,2759,1998-01-28,1998-01-28,2002-09-27,2002-09-27,40.47489115946614,-80.03477979263452,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
281467,0174M00073000000,"925 BLACKADORE AVE, PITTSBURGH, PA 15221",0174M00073,722,1992-02-13,1992-02-13,2002-07-11,2002-07-11,40.45637255032816,-79.883552015508,Homewood North,9,13,3-17,5,2,Eastern,Highland
281468,0174F00284000000,"7319 IDLEWILD ST, PITTSBURGH, PA 15208",0174F00284,3917,1998-05-26,1998-05-26,2002-10-31,2002-10-31,40.45764701298702,-79.89278031080974,Homewood North,9,13,3-17,5,2,Eastern,Highland
281469,0174L00035000000,"7414 IDLEWILD ST, PITTSBURGH, PA 15208",0174L00035,1509,1998-10-09,1998-10-09,2002-10-31,2002-10-31,40.456792795207996,-79.8908816577698,Homewood North,9,13,3-17,5,2,Eastern,Highland
281470,0174L00050000000,"7435 FRANKSTOWN AVE, PITTSBURGH, PA 15221",0174L00050,3184,1992-07-13,1992-07-13,2002-10-31,2002-10-31,40.45633382550262,-79.8904772845173,Homewood North,9,13,3-17,5,2,Eastern,Highland
281471,0174K00051000000,"7404 IDLEWILD ST, PITTSBURGH, PA 15208",0174K00051,1034,1990-01-30,1990-01-30,2002-10-31,2002-10-31,40.456907768987655,-79.89137212183779,Homewood North,9,13,3-17,5,2,Eastern,Highland
281472,0126D00045000000,"MC PHERSON BLVD, PITTSBURGH, PA 15208",0126D00045,471,1996-01-26,1996-01-26,2002-07-11,2002-07-11,40.4525251850606,-79.90035227898301,Point Breeze North,9,14,3-14,4,2,Eastern,Frick
281473,0125S00167000000,"7112 JONATHAN PLACE, PITTSBURGH, PA 15208",0125S00167,2627,1997-02-14,1997-02-14,2002-07-11,2002-07-11,40.45295228593996,-79.90106046151416,Point Breeze North,9,14,3-14,4,2,Eastern,Frick
281474,0125K00060000000,"6824 5TH AVE, PITTSBURGH, PA 15208",0125K00060,32239,1998-10-07,1998-10-07,2002-07-11,2002-07-11,40.456002687740806,-79.90993974970691,Point Breeze North,9,14,3-14,4,2,Eastern,Frick
281475,0084J00148000001,"5838 PIERCE ST, PITTSBURGH, PA 15232",0084J00148,1309,1985-06-24,1985-06-24,2002-09-27,2002-09-27,40.456638630932936,-79.93214557368334,Shadyside,8,7,3-11,4,2,Eastern,Frick
281476,0026N00032000000,"3363 MILWAUKEE ST, PITTSBURGH, PA 15219",0026N00032,1053,1996-02-29,1996-02-29,2002-10-31,2002-10-31,40.453813817894336,-79.96250887149797,Upper Hill,6,5,2-22,2,3,Central,Schenley
281477,0026P00286000000,"3385 MILWAUKEE ST, PITTSBURGH, PA 15219",0026P00286,2139,1996-05-02,1996-05-02,2002-10-31,2002-10-31,40.45425484671718,-79.96186340423505,Upper Hill,6,5,2-22,2,3,Central,Schenley
281478,0026N00030000000,"3367 MILWAUKEE ST, PITTSBURGH, PA 15219",0026N00030,2115,1998-04-09,1998-04-09,2002-10-31,2002-10-31,40.453900231211016,-79.96237896094131,Upper Hill,6,5,2-22,2,3,Central,Schenley
281479,0026P00285000000,"3387 MILWAUKEE ST, PITTSBURGH, PA 15219",0026P00285,2268,1997-05-07,1997-05-07,2002-10-31,2002-10-31,40.4542990253432,-79.9618028283635,Upper Hill,6,5,2-22,2,3,Central,Schenley
281480,0026N00035000000,"3349 MILWAUKEE ST, PITTSBURGH, PA 15219",0026N00035,1053,1989-05-03,1989-05-03,2002-10-31,2002-10-31,40.45368067843049,-79.96270440965158,Upper Hill,6,5,2-22,2,3,Central,Schenley
281481,0009S00216000000,"1842 WEBSTER AVE, PITTSBURGH, PA 15219",0009S00216,19624,1988-02-01,1988-02-01,2002-04-05,2002-04-05,40.44481687360884,-79.98332130611426,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
281482,0009S00213000000,"1848 WEBSTER AVE, PITTSBURGH, PA 15219",0009S00213,12357,1992-01-14,1992-01-14,2002-04-05,2002-04-05,40.44488740190519,-79.98314983102814,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
281483,0010J00178000000,"1935 WEBSTER AVE, PITTSBURGH, PA 15219",0010J00178,3561,1997-03-18,1997-03-18,2002-04-05,2002-04-05,40.44577288027668,-79.982092956563,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
281484,0094N00174000000,"2525 EDGAR ST, PITTSBURGH, PA 15227",0094N00174,4399,1995-07-21,1995-07-21,2002-07-11,2002-07-11,40.38576660635192,-79.98058446834699,Carrick,4,29,4-23,3,4,Southern,Schenley
281485,0094A00234000000,"330 BECKS RUN RD, PITTSBURGH, PA 15210",0094A00234,2233,1996-09-30,1996-09-30,2002-07-11,2002-07-11,40.39385247504639,-79.9794661439079,Carrick,4,29,4-15,3,4,Southern,Schenley
281486,0014E00266000000,"401 BELTZHOOVER AVE, PITTSBURGH, PA 15210",0014E00266,2182,1988-04-12,1988-04-12,2002-10-31,2002-10-31,40.41903398792046,-79.99704494123608,Allentown,3,18,4-21,3,4,Southern,Emerald
281487,0014E00231000000,"616 CLIMAX ST, PITTSBURGH, PA 15210",0014E00231,1337,1981-03-10,1981-03-10,2002-10-31,2002-10-31,40.41973614116842,-79.99659573689684,Allentown,3,18,4-21,3,4,Southern,Emerald
281488,0014E00214000000,"623 CLIMAX ST, PITTSBURGH, PA 15210",0014E00214,3367,1996-05-24,1996-05-24,2002-12-13,2002-12-13,40.42016922896108,-79.9963904504418,Allentown,3,18,4-21,3,4,Southern,Emerald
281489,0014E00232000000,"614 CLIMAX ST, PITTSBURGH, PA 15210",0014E00232,1337,1979-02-14,1979-02-14,2002-10-31,2002-10-31,40.41973577612863,-79.9966849899491,Allentown,3,18,4-21,3,4,Southern,Emerald
281490,0095A00155000000,"26 ANSONIA PL, PITTSBURGH, PA 15210",0095A00155,1,1998-01-28,1998-01-28,,2002-05-31,40.394030452624186,-79.99803163007985,Brookline,4,32,4-25,6,4,Southern,Emerald
281491,0061G00275000000,"ZIMMERMAN ST, PITTSBURGH, PA 15210",0061G00275,3686,1992-08-24,1992-08-24,2002-07-11,2002-07-11,40.39946976540602,-80.00686736547085,Brookline,4,32,4-25,6,4,Southern,Emerald
281492,0032E00079000000,"WALDE ST, PITTSBURGH, PA 15210",0032E00079,712,1985-02-28,1985-02-28,2002-04-05,2002-04-05,40.41076065991606,-79.97930876451025,Mt. Oliver,3,16,4-8,3,4,Southern,Schenley
281493,0014J00136000000,"412 BELTZHOOVER AVE, PITTSBURGH, PA 15210",0014J00136,1176,1989-02-09,1989-02-09,2002-10-31,2002-10-31,40.41867007073414,-79.99758077190518,Beltzhoover,3,18,4-21,3,4,Southern,Emerald
281494,0014J00143000000,"500 BELTZHOOVER AVE, PITTSBURGH, PA 15210",0014J00143,743,1992-08-28,1992-08-28,2002-10-31,2002-10-31,40.41822022332224,-79.99755572268438,Beltzhoover,3,18,4-21,3,4,Southern,Emerald
281495,0029P00401000000,"MONONGAHELA RIVER, PITTSBURGH, PA 15207",0029P00401,1,2002-02-27,2002-02-27,,2002-05-07,40.424532232249994,-79.958961784231,South Side Flats,3,16,4-24,3,4,Southern,Schenley
281496,0059A00256000000," PARALLEL AVE, PITTSBURGH, PA 15210",0059A00256,1561,1986-01-27,1986-01-27,2002-09-27,2002-09-27,40.40246760659583,-79.98201673514131,Carrick,4,29,4-12,3,4,Southern,Schenley
281497,0095R00166000000," ANTENOR AVE, PITTSBURGH, PA 15210",0095R00166,1772,1987-01-29,1987-01-29,2002-09-27,2002-09-27,40.38533721288905,-79.98984803229345,Carrick,4,29,4-23,3,4,Southern,Schenley
281498,0032P00007000000," BRUNER ST, PITTSBURGH, PA 15210",0032P00007,1318,,,2002-09-27,2002-09-27,40.40411552523529,-79.97775993052355,Carrick,4,29,4-12,3,4,Southern,Schenley
281499,0059B00007000000," PARALLEL AVE, PITTSBURGH, PA 15210",0059B00007,1322,1987-07-02,1987-07-02,2002-09-27,2002-09-27,40.40395700877347,-79.97813636114277,Carrick,4,29,4-12,3,4,Southern,Schenley
281500,0059A00261000000,"PARALLEL AVE, PITTSBURGH, PA 15210",0059A00261,2007,1986-01-24,1986-01-24,2002-09-27,2002-09-27,40.40235820495687,-79.98238292106656,Carrick,4,29,4-12,3,4,Southern,Schenley
281501,0033S00173000000," THEONA ST, PITTSBURGH, PA 15210",0033S00173,1473,2000-02-08,2000-02-08,2002-09-27,2002-09-27,40.404554470961486,-79.9855133344671,Carrick,4,29,4-12,3,4,Southern,Schenley
281502,0060B00071000000," MINOOKA ST, PITTSBURGH, PA 15210",0060B00071,1235,1982-10-05,1982-10-05,2002-09-27,2002-09-27,40.40344146669958,-79.99423985879223,Carrick,4,29,4-7,3,4,Southern,Schenley
281503,0033P00295000000," BROOK ST, PITTSBURGH, PA 15210",0033P00295,1193,1998-02-27,1998-02-27,2002-09-27,2002-09-27,40.40411918834637,-79.99381030250969,Carrick,4,29,4-7,3,4,Southern,Schenley
281504,0060P00189000000," LYBRIG WAY, PITTSBURGH, PA 15210",0060P00189,1189,1982-01-29,1982-01-29,2002-09-27,2002-09-27,40.39437113076198,-79.99283278931654,Carrick,4,29,4-23,3,4,Southern,Schenley
281505,0060K00115000000," COLERAIN ST, PITTSBURGH, PA 15210",0060K00115,1228,1990-08-09,1990-08-09,2002-09-27,2002-09-27,40.3973147505915,-79.99490121962346,Carrick,4,29,4-23,3,4,Southern,Schenley
281506,0138C00010000000," RAVILLA AVE, PITTSBURGH, PA 15210",0138C00010,1244,1979-07-20,1979-07-20,2002-09-27,2002-09-27,40.38440961868418,-79.99097988179453,Carrick,4,32,4-23,3,4,Southern,Schenley
281507,0062P00276000000,"KENILWORTH ST, PITTSBURGH, PA 15226",0062P00276,1211,,,2002-09-27,2002-09-27,40.39466363245164,-80.02769118641245,Brookline,4,19,4-26,6,4,Southern,Emerald
281508,0061F00250000000,"ELMBANK ST, PITTSBURGH, PA 15226",0061F00250,1266,2000-08-14,2000-08-14,2002-09-27,2002-09-27,40.400063395446715,-80.01119986136054,Brookline,4,19,4-26,6,4,Southern,Emerald
281509,0139B00022000000,"MC NEILLY AVE, PITTSBURGH, PA 15216",0139B00022,1271,1984-10-01,1984-10-01,2002-09-27,2002-09-27,40.383471603660794,-80.01149838344396,Brookline,4,19,4-25,6,4,Southern,Emerald
281510,0060N00084000000,"12 ANSONIA PL, PITTSBURGH, PA 15210",0060N00084,1727,1991-09-04,1991-09-04,2002-09-27,2002-09-27,40.3951216529281,-79.9978145415318,Brookline,4,32,4-25,6,4,Southern,Emerald
281511,0061F00122000000,"FERNHILL AVE, PITTSBURGH, PA 15226",0061F00122,1203,,,2002-09-27,2002-09-27,40.40065753498535,-80.00937201394171,Brookline,4,19,4-26,6,4,Southern,Emerald
281512,0061M00234000000,"67 PETUNIA ST, PITTSBURGH, PA 15210",0061M00234,1536,1991-12-17,1991-12-17,2002-09-27,2002-09-27,40.397859742186334,-80.00189620710044,Brookline,4,32,4-25,6,4,Southern,Emerald
281513,0139A00050000000,"MC NEILLY AVE, PITTSBURGH, PA 15216",0139A00050,1550,1994-02-24,1994-02-24,2002-09-27,2002-09-27,40.38360845428329,-80.01306325501501,Brookline,4,19,4-25,6,4,Southern,Emerald
281514,0061N00210000000,"EDGEBROOK AVE, PITTSBURGH, PA 15226",0061N00210,1181,1983-10-03,1983-10-03,2002-09-27,2002-09-27,40.39594315385992,-80.01320833311283,Brookline,4,19,4-26,6,4,Southern,Emerald
281515,0020P00178000000,"1024 CRUCIBLE ST, PITTSBURGH, PA 15220",0020P00178,2039,1996-08-07,1996-08-07,2002-07-11,2002-07-11,40.44402370262816,-80.04243640774213,Elliott,2,20,1-17,6,5,Northern,Emerald
281516,0042G00037000000,"3043 GLEN MAWR AVE, PITTSBURGH, PA 15204",0042G00037,3759,1992-02-19,1992-02-19,2002-07-11,2002-07-11,40.45761321552137,-80.0538550791999,Sheraden,2,20,1-16,6,5,Northern,Emerald
281517,0021N00158000000,"2716 MERWYN AVE, PITTSBURGH, PA 15204",0021N00158,3765,1993-07-30,1993-07-30,2002-07-11,2002-07-11,40.45417087704012,-80.04890546608489,Sheraden,2,20,1-16,6,5,Northern,Emerald
281518,0021N00087000000,"2562 MERWYN AVE, PITTSBURGH, PA 15204",0021N00087,2590,1996-08-05,1996-08-05,2002-07-11,2002-07-11,40.45282379362622,-80.045769884652,Sheraden,2,20,1-16,6,5,Northern,Emerald
281519,0042S00309000000,"2762 GLEN MAWR AVE, PITTSBURGH, PA 15204",0042S00309,3389,1999-02-16,1999-02-16,2002-07-11,2002-07-11,40.454746446813004,-80.05056654542234,Sheraden,2,20,1-16,6,5,Northern,Emerald
281520,0041A00047000000,"1319 PRITCHARD ST, PITTSBURGH, PA 15204",0041A00047,3029,1996-06-11,1996-06-11,2002-07-11,2002-07-11,40.45257386652295,-80.06424348569118,Sheraden,2,20,1-16,6,5,Northern,Emerald
281521,0042G00233000000,"3234 MOTOR ST, PITTSBURGH, PA 15204",0042G00233,2603,1997-04-30,1997-04-30,2002-07-11,2002-07-11,40.45889317445906,-80.05615064090878,Sheraden,2,20,1-16,6,5,Northern,Emerald
281522,0042P00208000000,"1113 ADON ST, PITTSBURGH, PA 15204",0042P00208,2162,2000-03-20,2000-03-20,2002-07-11,2002-07-11,40.45339034398962,-80.06110185629854,Sheraden,2,20,1-16,6,5,Northern,Emerald
281523,0042H00028000000,"3047 MERWYN AVE, PITTSBURGH, PA 15204",0042H00028,3639,1994-01-28,1994-01-28,2002-07-11,2002-07-11,40.45812692890888,-80.05321103106401,Sheraden,2,20,1-16,6,5,Northern,Emerald
281524,0019M00115000000,"131 WABASH AVE, PITTSBURGH, PA 15220",0019M00115,15347,1984-01-31,1984-01-31,2002-07-11,2002-07-11,40.437066839683446,-80.03444212437745,West End,2,20,1-17,6,5,Northern,Emerald
281525,0020J00119000000,"1311 CRUCIBLE ST, PITTSBURGH, PA 15220",0020J00119,5652,1993-06-14,1993-06-14,2002-12-13,2002-12-13,40.4467917223142,-80.0469717246103,Crafton Heights,2,28,1-17,6,5,Northern,Emerald
281526,0006A00275000000," GREENLEAF ST, PITTSBURGH, PA 15211",0006A00275,6469,1988-01-26,1988-01-26,2004-09-24,2002-12-13,40.44223772188781,-80.02862668558441,Duquesne Heights,2,19,4-1,3,5,Southern,Emerald
281527,0006A00002000000,"106 STEUBEN ST, PITTSBURGH, PA 15220",0006A00002,1312,1987-01-06,1987-01-06,2002-09-27,2002-09-27,40.442921490051646,-80.03280472891716,Elliott,2,20,1-17,6,5,Northern,Emerald
281528,0007N00070000000,"98 STEUBEN ST, PITTSBURGH, PA 15220",0007N00070,739,2001-03-26,2001-03-26,2002-09-27,2002-09-27,40.44305383791528,-80.03243491183069,Elliott,2,20,1-17,6,5,Northern,Emerald
281529,0021P00121000000," CONESTOGA ST, PITTSBURGH, PA 15204",0021P00121,1240,,,2002-09-27,2002-09-27,40.45409206838311,-80.04347637635136,Sheraden,2,20,1-16,6,5,Northern,Emerald
281530,0041A00126000000,"FARONIA ST, PITTSBURGH, PA 15204",0041A00126,1245,1992-02-12,1992-02-12,2002-09-27,2002-09-27,40.45116234906818,-80.06604973659658,Sheraden,2,20,1-16,6,5,Northern,Emerald
281531,0042G00312000000,"3255 SLOPE ST, PITTSBURGH, PA 15204",0042G00312,1776,1998-02-27,1998-02-27,2002-09-27,2002-09-27,40.458734586318144,-80.05766405626508,Sheraden,2,20,1-16,6,5,Northern,Emerald
281532,0042S00332000000,"2737 MERWYN AVE, PITTSBURGH, PA 15204",0042S00332,1657,1998-01-28,1998-01-28,2002-09-27,2002-09-27,40.4543677403756,-80.0496988847252,Sheraden,2,20,1-16,6,5,Northern,Emerald
281533,0042G00106000000,"511 STADIUM ST, PITTSBURGH, PA 15204",0042G00106,1760,1999-11-12,1999-11-12,2002-09-27,2002-09-27,40.46003385279601,-80.05656570066621,Sheraden,2,20,1-16,6,5,Northern,Emerald
281534,0042G00075000000,"3239 STAFFORD ST, PITTSBURGH, PA 15204",0042G00075,1234,2000-08-30,2000-08-30,2002-09-27,2002-09-27,40.459610449302325,-80.05454987310932,Sheraden,2,20,1-16,6,5,Northern,Emerald
281535,0042H00082000000,"3037 STAFFORD ST, PITTSBURGH, PA 15204",0042H00082,1343,1985-10-29,1985-10-29,2002-09-27,2002-09-27,40.45833667345436,-80.05233399065169,Sheraden,2,20,1-16,6,5,Northern,Emerald
281536,0042H00101000000,"3206 STAFFORD ST, PITTSBURGH, PA 15204",0042H00101,2095,2000-03-22,2000-03-22,2002-09-27,2002-09-27,40.45925853864448,-80.05319611830417,Sheraden,2,20,1-16,6,5,Northern,Emerald
281537,0042G00154000000,"GLEN MAWR AVE, PITTSBURGH, PA 15204",0042G00154,1318,1994-06-02,1994-06-02,2002-09-27,2002-09-27,40.45968132702095,-80.05531717983747,Sheraden,2,20,1-16,6,5,Northern,Emerald
281538,0042S00200000000,"2719 ZEPHYR AVE, PITTSBURGH, PA 15204",0042S00200,2201,2000-11-13,2000-11-13,2002-09-27,2002-09-27,40.45307675795799,-80.05019950632445,Sheraden,2,20,1-16,6,5,Northern,Emerald
281539,0042P00210000000,"1110 EMPORIA ST, PITTSBURGH, PA 15204",0042P00210,1836,2000-03-20,2000-03-20,2002-09-27,2002-09-27,40.45328331285207,-80.06098456167734,Sheraden,2,20,1-16,6,5,Northern,Emerald
281540,0042N00143000000,"3200 UNIVERSAL ST, PITTSBURGH, PA 15204",0042N00143,1888,1988-07-11,1988-07-11,2002-09-27,2002-09-27,40.45510148203925,-80.0619898596199,Sheraden,2,20,1-16,6,5,Northern,Emerald
281541,0042G00151000000,"3301 CHRISTY ST, PITTSBURGH, PA 15204",0042G00151,1824,1993-03-25,1993-03-25,2002-09-27,2002-09-27,40.45976725753833,-80.05558410924047,Sheraden,2,20,1-16,6,5,Northern,Emerald
281542,0042G00150000000,"3302 GLEN MAWR AVE, PITTSBURGH, PA 15204",0042G00150,1692,1995-02-28,1995-02-28,2002-09-27,2002-09-27,40.459702019575694,-80.05571656601606,Sheraden,2,20,1-16,6,5,Northern,Emerald
281543,0070D00122000000,"FARONIA ST, PITTSBURGH, PA 15204",0070D00122,1529,1992-02-12,1992-02-12,2002-09-27,2002-09-27,40.451224338980175,-80.06623594474839,Sheraden,2,20,1-16,6,5,Northern,Emerald
281544,0042M00022000000,"2929 ZEPHYR AVE, PITTSBURGH, PA 15204",0042M00022,1585,1991-11-01,1991-11-01,2002-09-27,2002-09-27,40.455211198483454,-80.05273927509965,Sheraden,2,20,1-16,6,5,Northern,Emerald
281545,0006A00016000000,"105 STEUBEN ST, PITTSBURGH, PA 15220",0006A00016,485,,,2002-09-27,2002-09-27,40.44253430129057,-80.0325393543599,West End,2,20,1-17,6,5,Northern,Emerald
281546,0019D00200000000,"193 STEUBEN ST, PITTSBURGH, PA 15220",0019D00200,795,1990-10-25,1990-10-25,2002-09-27,2002-09-27,40.44140003291128,-80.0357567337023,West End,2,20,1-17,6,5,Northern,Emerald
281547,0006A00014000000,"107 STEUBEN ST, PITTSBURGH, PA 15220",0006A00014,901,1987-02-04,1987-02-04,2002-09-27,2002-09-27,40.44251041012331,-80.03260302800547,West End,2,20,1-17,6,5,Northern,Emerald
281548,0007N00063000000,"61 STEUBEN ST, PITTSBURGH, PA 15220",0007N00063,1246,2001-03-26,2001-03-26,2002-09-27,2002-09-27,40.44313574603588,-80.0310979602055,West End,2,20,1-17,6,5,Northern,Emerald
281549,0006A00020000000,"97 STEUBEN ST, PITTSBURGH, PA 15220",0006A00020,571,,,2002-09-27,2002-09-27,40.4426176108834,-80.03231016622006,West End,2,20,1-17,6,5,Northern,Emerald
